1,19.84,-0.01,21
2,19.89,-0.01,21
3,19.89,-0.01,21
4,19.95,-0.01,21
5,19.89,-0.01,21
7,19.89,-0.01,20.74
8,19.89,-0.01,21
9,19.89,-0.01,20.74
10,19.89,-0.01,20.74
11,19.84,-0.01,20.74
12,19.84,-0.01,20.74
13,19.89,-0.01,20.47
15,19.84,-0.01,21.27
16,19.84,-0.01,20.74
17,19.89,-0.01,20.47
18,19.84,0,20.47
19,19.89,-0.01,20.22
20,19.84,0,20.47
21,19.89,-0.01,20.47
23,19.84,0,20.22
24,19.84,-0.01,20.22
25,19.89,0,20.22
26,19.89,-0.01,20.47
27,19.84,-0.01,19.96
28,19.84,-0.01,20.22
30,19.89,0,20.22
31,19.84,-0.01,20.22
32,19.84,-0.01,20.22
33,19.84,-0.01,19.96
34,19.84,-0.01,19.96
35,19.89,-0.01,19.96
36,19.84,0,19.96
38,19.84,-0.01,19.96
39,19.84,-0.01,19.96
40,19.84,-0.01,19.96
41,19.84,-0.01,19.96
42,19.84,-0.01,19.96
43,19.89,-0.01,19.71
45,19.84,-0.01,19.96
46,19.84,-0.01,19.96
47,19.84,-0.01,19.71
48,19.84,-0.01,19.96
49,19.84,-0.01,19.96
50,19.89,-0.01,19.96
51,19.84,-0.01,19.71
53,19.78,0,19.45
54,19.78,-0.01,19.71
55,19.84,-0.01,19.45
56,19.89,-0.01,19.96
57,19.84,-0.01,19.71
58,19.89,-0.01,19.71
60,19.89,-0.01,19.96
61,19.89,-0.01,19.71
62,19.84,-0.01,19.45
63,19.84,-0.01,19.71
64,19.84,-0.01,19.96
65,19.84,-0.01,19.71
66,19.84,0,19.71
68,19.84,-0.01,19.71
69,19.89,-0.01,19.71
70,19.89,-0.01,19.96
71,19.84,-0.01,19.71
72,19.84,-0.01,19.45
73,19.84,-0.01,19.71
75,19.78,-0.01,19.71
76,19.78,0,19.71
77,19.78,-0.01,19.45
78,19.78,-0.01,19.45
79,19.78,-0.01,19.45
80,19.78,-0.01,19.45
81,19.78,-0.01,19.45
83,19.78,-0.01,19.45
84,19.78,-0.01,19.71
85,19.78,-0.01,19.71
86,19.78,-0.01,19.71
87,19.78,-0.01,19.71
88,19.78,-0.01,19.45
89,19.78,-0.01,19.71
91,19.78,-0.01,19.45
92,19.78,-0.01,19.45
93,19.78,-0.01,19.45
94,19.78,-0.01,19.45
95,19.84,-0.01,19.45
96,19.78,-0.01,19.45
98,19.78,0,19.45
99,19.78,-0.01,19.45
100,19.78,-0.01,19.45
101,19.78,-0.01,19.45
102,19.78,0,19.71
103,19.78,-0.01,19.45
104,19.78,-0.01,19.45
106,19.73,0,19.45
107,19.73,-0.01,19.45
108,20,0,19.45
109,19.89,-0.01,19.45
110,19.89,-0.01,19.21
111,19.84,-0.01,19.45
113,19.95,-0.01,19.45
114,19.95,-0.01,19.45
115,19.95,-0.01,19.45
116,19.89,-0.01,19.45
117,19.89,-0.01,19.45
118,19.89,-0.01,19.45
119,19.89,-0.01,19.45
121,19.95,-0.01,19.45
122,19.95,-0.01,19.45
123,19.95,-0.01,19.45
124,19.95,-0.01,19.21
125,19.89,-0.01,19.45
126,19.95,-0.01,19.45
128,19.95,-0.01,19.71
129,19.95,-0.01,19.45
130,19.95,-0.01,19.71
131,19.95,-0.01,19.45
132,20,-0.01,19.45
133,20,-0.01,19.45
134,19.95,0,19.21
136,19.84,-0.01,19.45
137,19.89,-0.01,19.45
138,19.95,-0.01,19.45
139,19.84,-0.01,19.45
140,19.78,-0.01,19.45
141,19.84,-0.01,19.71
142,19.78,-0.01,19.45
144,19.78,-0.01,19.45
145,19.78,-0.01,19.21
146,19.89,0,19.45
147,20.38,0,19.71
148,20.22,0,19.45
149,20.27,0,19.45
151,20,0,19.45
152,19.95,-0.01,19.45
153,19.95,-0.01,19.45
154,19.95,-0.01,19.45
155,19.89,-0.01,19.45
156,19.84,0,19.45
157,19.95,-0.01,19.45
159,19.89,-0.01,19.45
160,19.95,-0.01,19.45
161,19.95,-0.01,19.45
162,19.89,-0.01,19.21
163,19.95,-0.01,19.45
164,19.89,-0.01,19.45
166,19.84,-0.01,19.21
167,19.89,0,19.45
168,19.89,-0.01,19.71
169,19.84,-0.01,19.45
170,19.84,-0.01,19.45
171,19.84,-0.01,19.45
172,19.84,-0.01,19.45
174,19.84,-0.01,19.45
175,19.89,-0.01,19.45
176,19.89,-0.01,19.71
177,19.89,-0.01,19.45
178,19.95,-0.01,19.45
179,19.95,-0.01,19.71
181,19.95,-0.01,19.45
182,19.95,-0.01,19.45
183,19.95,-0.01,19.71
184,19.95,-0.01,19.71
185,19.95,-0.01,19.45
186,19.95,-0.01,19.71
187,19.89,-0.01,19.45
189,19.95,-0.01,19.45
190,19.95,-0.01,19.45
191,19.95,-0.01,19.45
192,19.95,-0.01,19.71
193,19.95,-0.01,19.45
194,19.95,-0.01,19.45
196,20,-0.01,19.45
197,19.95,-0.01,19.45
198,19.95,-0.01,19.45
199,19.95,-0.01,19.45
200,19.95,-0.01,19.71
201,19.95,-0.01,19.71
202,19.95,-0.01,19.45
204,19.95,-0.01,19.45
205,19.95,-0.01,19.45
206,20,-0.01,19.45
207,19.95,-0.01,19.45
208,20,-0.01,19.45
209,20,-0.01,19.45
211,19.95,-0.01,19.45
212,19.95,-0.01,19.45
213,19.95,-0.01,19.45
214,19.95,-0.01,19.45
215,19.95,-0.01,19.71
216,19.95,0,19.71
217,19.95,-0.01,19.45
219,19.95,-0.01,19.45
220,19.95,-0.01,19.45
221,19.95,0,19.71
222,19.95,-0.01,19.45
223,19.95,-0.01,19.45
224,19.95,-0.01,19.45
226,19.95,-0.01,19.71
227,19.89,-0.01,19.71
228,19.95,-0.01,19.45
229,19.89,-0.01,19.71
230,19.95,-0.01,19.45
231,19.95,-0.01,19.45
233,19.89,-0.01,19.71
234,19.95,-0.01,19.71
235,19.89,-0.01,19.71
236,19.95,-0.01,19.71
237,19.89,-0.01,19.71
238,19.95,-0.01,19.45
239,19.89,-0.01,19.45
241,19.95,-0.01,19.71
242,19.95,-0.01,19.96
243,19.95,-0.01,19.71
244,19.95,-0.01,19.71
245,19.95,-0.01,19.71
246,19.95,-0.01,19.96
248,19.95,-0.01,19.71
249,19.95,-0.01,19.71
250,19.95,-0.01,19.45
251,19.95,-0.01,19.71
252,19.95,-0.01,19.71
253,19.95,-0.01,19.96
254,19.95,-0.01,19.71
256,19.95,-0.01,19.71
257,19.95,-0.01,19.96
258,19.95,-0.01,19.71
259,19.95,-0.01,19.96
260,19.95,-0.01,19.71
261,19.95,-0.01,19.71
263,19.95,-0.01,19.71
264,19.95,-0.01,19.71
265,19.95,-0.01,19.71
266,19.89,-0.01,19.71
267,19.95,-0.01,19.71
268,19.95,-0.01,19.71
269,19.95,-0.01,19.71
271,19.95,-0.01,19.71
272,19.95,-0.01,19.71
273,19.95,-0.01,19.96
274,19.95,-0.01,19.96
275,19.95,0,19.71
276,19.95,-0.01,19.71
278,19.95,0,19.71
279,19.89,-0.01,19.71
280,19.95,-0.01,19.96
281,19.89,-0.01,19.96
282,19.95,-0.01,19.71
283,19.95,-0.01,19.71
